product,title,rating,body,date,purchase,helpful
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Don’t purchase from this sender.,1.0,This is what you get when you can’t return an item. Box looks like it was submerged in water at some point and open at all corners.,"April 8, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Britta works for me,5.0,"The filters last awhile, as they slowly lose effectiveness it takes longer to filer a container of water. A good month or longer for each filter. Works for me.","April 8, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Leaking,1.0,The standard pitcher lets the water around filters that makes water filtration pointless. I think it's company's responsibility to include rubber o-rings or whatever to prevent leaking. I quit using brita.,"April 7, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Good product!,5.0,"I got this for a member of my family so they wouldn't have to keep buying bottled water, they are really pleased with it 😀","April 6, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Terrible quality,1.0,"The media could not be loaded.
                



 Thank God these are wrapped individually in plastic. The box looks like it's been through hell and back. I used to buy off of Amazon because I could expect the same quality as items I could find in a grocery store. Now things on Amazon are more expensive and super dicey quality.","April 5, 2022",Verified Purchase,1
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Packaging smashed when received,3.0,"When I received this Brita Filter package, the packaging was crushed inside, items ok, but not packed very well.","April 5, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",FILTER,5.0,"HAVE BEEN USING THIS ON ANOTHER PITCHER FOR YEARS. I AM VERY SATISFIED WITH THEM, BUT AM WANTING TO TRY THE SIX MONTH FILTER.","April 4, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Love my water!,5.0,Best water when using Britta!,"April 3, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Tattered packaging,3.0,"Tattered packaging, feels old, won't be buying again.","April 3, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",No returns,1.0,The company suggested that the filter would work with the filter (frequently bought together) but was the wrong filter. They then would not take returns.,"April 1, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Damaged,2.0,,"April 1, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Does not filter well,2.0,Not sure If they are originalDon’t filter well,"April 1, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count","Great deal, beat up packaging",4.0,Disappointed by the shape of the box after being delivered but seems like it still works,"March 31, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Brita filters,5.0,Was a good price,"March 31, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count","Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers",5.0,"Purchased via Amazon as not available locally. Fair price. Normally purchased with other items to obtain free shipping. Packaged as OEM, not clones.","March 31, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",New and Moldy,1.0,i bought new filters and they all have spores in them! I'm beyond upset,"March 31, 2022",Verified Purchase,1
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Love it!,5.0,This great every time you open the fridge to get a soda you see the water dispenser and think  I need to drink more water so you have water first. And maybe second too.,"March 30, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Inaccurate description! and NO RETURNS!,1.0,Does not fit.,"March 30, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",It’s a Brita!,5.0,"Nothing to say, they fit my Brita pitcher candy the price is right!","March 29, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Review of my purchase,1.0,"package was scheduled to arrive on Friday, received it Monday night.  Exterior package was fine - interior box was open, torn and looks like it was very old - see pics.  not happy and not eligible for return.","March 28, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Factory seconds?,3.0,"Half of these don't fit the pitcher tightly enough, hence the water just pours through the gaps. I've used Brita pitchers and filters for at least 20 years. Hope their quality control isn't slipping to this level.","March 28, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Rotted interior package,1.0,"I am very disappointed. I have been receiving these Brita filters regularly for years without incident. My most recent shipment, however, was beyond unsightly. It was unsanitary. The outer shipment bag was fine and water repellent. Inside, was a different story. The actual Britta box was soaking wet and smelled of rot. Obviously I am not comfortable ingesting water from something that smells of rot. Of course, refunds or exchanges are not possible! So I canceled my subscription for this product effective immediately. Very disappointing.","March 28, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Does the job,5.0,Love the taste of the water and just knowing I can change it out every month without going to thestore or on line for more!,"March 27, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",good price,5.0,good price and easy use,"March 27, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Received dirty and used filters,1.0,"I’m extremely upset with this purchase and now it states that I can’t return it. I bought the 3 filters and it was delivered today. As I opened the 1st one, I noticed that the filter looked used and it was dirty yet it was sealed! I placed it in my Brita container and ran some water through it and the water was cloudy. I decided to open the 2nd one and got the same result. I left the 3rd filter unopened to return with the other two but during the process it states that this product can not be returned. I would like my money back if I can’t return this. I’m so dam livid right now.","March 26, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Awesome Price!,5.0,These came quick and are priced great. I figure 3 will last me about 6 months!,"March 26, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Good price on a product that I use,5.0,I use the Brita pitcher as I have awful tasting city provided well water. It always smells of chlorine and I am concerned with nitrates as this is a farming community. I do not own a reverse osmosis unit as they tend to waste a lot of water. These filters are easy to use and reduce most smells and taste. They were a great price a time of purchase.,"March 25, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Ok,5.0,Ok,"March 23, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Makes delicious water.,5.0,"This Brita filter makes great tasting water.  These filters last long, and are reliable.","March 22, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Good,4.0,Good!,"March 20, 2022",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Great,5.0,Exactly what I was looking for. Does the job.,"March 20, 2022",Verified Purchase,0
